id,No,No2,登録番号,社名,代表者名1,本店支店,住所,URL,免許証番号,法人個人の別,免許の有効期間,最初の免許年月日,称号・名称,代表者名2,電話番号,加入している協会,資本金,業種1,業種2,業種3,業種4,事務所名称,事務所の区分,設置年月日,所在地,TEL
152854,1112,沖縄県,(02)第004489号,株式会社リゾートエステート沖縄,大城　浩二,本店,沖縄県沖縄市上地四丁目１番２号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004489,沖縄県知事免許　(02)第004489号,法人,R元年07月23日からR06年07月22日まで,H26年07月22日,株式会社リゾートエステート沖縄,大城　浩二,098-923-3307,（公社）全国宅地建物取引業保証協会,"5,000千円",不動産賃貸業,不動産管理業,,,本店,主,7/22/2014,"〒904-0031
沖縄県沖縄市上地四丁目１番２号",098-923-3307
152855,1113,沖縄県,(02)第004490号,合同会社オキ・コーポ,新垣　利江子,本店,沖縄県那覇市久米二丁目３２番１４－１０３号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004490,沖縄県知事免許　(02)第004490号,法人,R元年07月23日からR06年07月22日まで,H26年07月22日,合同会社オキ・コーポ,新垣　利江子,098-988-3705,（公社）全国宅地建物取引業保証協会,"5,000千円",その他,,,,本店,主,7/22/2014,"〒900-0033
沖縄県那覇市久米二丁目３２番１４－１０３号",098-988-3705
152856,1114,沖縄県,(02)第004491号,イーゴス株式会社,榮　政則,本店,沖縄県宜野湾市我如古二丁目１番１４号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004491,沖縄県知事免許　(02)第004491号,法人,R元年07月23日からR06年07月22日まで,H26年07月22日,イーゴス株式会社,榮　政則,098-890-1153,（公社）不動産保証協会,"10,000千円",その他,建設業,,,本店,主,7/22/2014,"〒901-2214
沖縄県宜野湾市我如古二丁目１番１４号",098-890-1153
152857,1115,沖縄県,(02)第004494号,株式会社ホーム２１トラスト不動産,比嘉　良知,本店,沖縄県那覇市字地１８３番地７,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004494,沖縄県知事免許　(02)第004494号,法人,R元年08月16日からR06年08月15日まで,H26年08月15日,株式会社ホーム２１トラスト不動産,比嘉　良知,098-831-6710,（公社）全国宅地建物取引業保証協会,"5,000千円",金融･保険業,不動産賃貸業,不動産管理業,,本店,主,8/15/2014,"〒902-0072
沖縄県那覇市字地１８３番地７",098-831-6710
152858,1116,沖縄県,(02)第004494号,株式会社ホーム２１トラスト不動産,比嘉　良知,名護営業所,沖縄県名護市港２丁目７番１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004494,沖縄県知事免許　(02)第004494号,法人,R元年08月16日からR06年08月15日まで,H26年08月15日,株式会社ホーム２１トラスト不動産,比嘉　良知,098-831-6710,（公社）全国宅地建物取引業保証協会,"5,000千円",金融･保険業,不動産賃貸業,不動産管理業,,本店,主,8/15/2014,"〒902-0072
沖縄県那覇市字地１８３番地７",098-831-6710
152859,1117,沖縄県,(02)第004494号,株式会社ホーム２１トラスト不動産,比嘉　良知,中部営業所,沖縄県沖縄市比屋根１丁目１６番９号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004494,沖縄県知事免許　(02)第004494号,法人,R元年08月16日からR06年08月15日まで,H26年08月15日,株式会社ホーム２１トラスト不動産,比嘉　良知,098-831-6710,（公社）全国宅地建物取引業保証協会,"5,000千円",金融･保険業,不動産賃貸業,不動産管理業,,本店,主,8/15/2014,"〒902-0072
沖縄県那覇市字地１８３番地７",098-831-6710
152860,1118,沖縄県,(02)第004496号,株式会社エスト,中羽　祥作,本店,沖縄県那覇市一丁目８番２２号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004496,沖縄県知事免許　(02)第004496号,法人,R元年08月27日からR06年08月26日まで,H26年08月26日,株式会社エスト,中羽　祥作,098-917-2801,（公社）全国宅地建物取引業保証協会,"4,050千円",兼業なし,,,,本店,主,8/26/2014,"〒900-0037
沖縄県那覇市一丁目８番２２号",098-917-2801
152861,1119,沖縄県,(02)第004497号,株式会社あすなろ観光開発,仲松　末一,本店,沖縄県沖縄市安慶田四丁目２番１２号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004497,沖縄県知事免許　(02)第004497号,法人,R元年08月27日からR06年08月26日まで,H26年08月26日,株式会社あすなろ観光開発,仲松　末一,098-930-3333,（公社）全国宅地建物取引業保証協会,"5,000千円",不動産管理業,,,,本店,主,8/26/2014,"〒904-0012
沖縄県沖縄市安慶田四丁目２番１２号",098-930-3333
152862,1120,沖縄県,(02)第004498号,株式会社　丸山不動産,津波　隆太,本店,沖縄県名護市大北一丁目２３番２号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004498,沖縄県知事免許　(02)第004498号,法人,R元年08月29日からR06年08月28日まで,H26年08月28日,株式会社丸山不動産,津波　隆太,0980-54-3054,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,不動産管理業,,,本店,主,8/28/2014,"〒905-0019
沖縄県名護市大北一丁目２３番２号",0980-54-3054
152863,1121,沖縄県,(02)第004499号,株式会社Ｔ・フィールド沖縄,相良　真澄,本店,沖縄県那覇市おもろまち四丁目６番１９号　ＦＬＥＸおもろまち５０２号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004499,沖縄県知事免許　(02)第004499号,法人,R元年08月29日からR06年08月28日まで,H26年08月28日,株式会社Ｔ・フィールド沖縄,相良　真澄,098-943-7671,（公社）全国宅地建物取引業保証協会,"3,000千円",兼業なし,,,,本店,主,8/28/2014,"〒900-0006
沖縄県那覇市おもろまち四丁目６番１９号　ＦＬＥＸおもろまち５０２号",098-943-7671
152864,1122,沖縄県,(02)第004500号,株式会社　晟夢,大城　盛幸,本店,沖縄県那覇市比三丁目１番１２号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004500,沖縄県知事免許　(02)第004500号,法人,R元年09月10日からR06年09月09日まで,H26年09月09日,株式会社　晟夢,大城　盛幸,098-886-2088,（公社）全国宅地建物取引業保証協会,"10,000千円",その他,,,,本店,主,9/9/2014,"〒902-0068
沖縄県那覇市比三丁目１番１２号",098-886-2088
152865,1123,沖縄県,(02)第004501号,アジアコーポレーション株式会社,赤嶺　義秀,本店,沖縄県豊見城市字翁長８５４番地２　サクセスビル３０３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004501,沖縄県知事免許　(02)第004501号,法人,R元年09月17日からR06年09月16日まで,H26年09月16日,アジアコーポレーション株式会社,赤嶺　義秀,098-856-9665,（公社）全国宅地建物取引業保証協会,"49,500千円",その他,,,,本店,主,9/16/2014,"〒901-0223
沖縄県豊見城市字翁長８５４番地２　サクセスビル３０３",098-856-9665
152866,1124,沖縄県,(02)第004503号,プレステージホーム沖縄株式会社,江口　孝彦,本店,沖縄県那覇市松山一丁目１番１９号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004503,沖縄県知事免許　(02)第004503号,法人,R元年09月25日からR06年09月24日まで,H26年09月24日,プレステージホーム沖縄株式会社,原口　洋一,098-943-2246,（公社）全国宅地建物取引業保証協会,"10,000千円",不動産賃貸業,不動産管理業,建設業,,本店,主,9/24/2014,"〒900-0032
沖縄県那覇市松山一丁目１番１９号",098-943-2246
152867,1125,沖縄県,(02)第004503号,プレステージホーム沖縄株式会社,江口　孝彦,アワセベイ支店,沖縄県沖縄市与儀３－１５－１　新報ハウジングパークアワセベイ,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004503,沖縄県知事免許　(02)第004503号,法人,R元年09月25日からR06年09月24日まで,H26年09月24日,プレステージホーム沖縄株式会社,原口　洋一,098-943-2246,（公社）全国宅地建物取引業保証協会,"10,000千円",不動産賃貸業,不動産管理業,建設業,,本店,主,9/24/2014,"〒900-0032
沖縄県那覇市松山一丁目１番１９号",098-943-2246
152868,1126,沖縄県,(02)第004504号,サントク合同会社,前里　忠徳,本店,沖縄県宮古島市平良字西里９１１番地１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004504,沖縄県知事免許　(02)第004504号,法人,R元年09月30日からR06年09月29日まで,H26年09月29日,サントク合同会社,前里　忠徳,0980-73-0160,（公社）不動産保証協会,"1,000千円",不動産賃貸業,不動産管理業,,,本店,主,9/29/2014,"〒906-0012
沖縄県宮古島市平良字西里９１１番地１",0980-73-0160
152869,1127,沖縄県,(02)第004505号,株式会社Ｓｈｉｎｅ　Ａｒｔｉｓｔ　Ｉｎｖｅｓｔｍｅｎｔ,河野　光輝,本店,沖縄県名護市大西二丁目４番４０号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004505,沖縄県知事免許　(02)第004505号,法人,R元年10月02日からR06年10月01日まで,H26年10月01日,株式会社Ｓｈｉｎｅ　Ａｒｔｉｓｔ　Ｉｎｖｅｓｔｍｅｎｔ,河野　光輝,0980-43-5020,（公社）不動産保証協会,"50,000千円",その他,,,,本店,主,10/1/2014,"〒905-0018
沖縄県名護市大西二丁目４番４０号",0980-43-5020
152870,1128,沖縄県,(02)第004507号,株式会社万保,比嘉　弘江,本店,沖縄県名護市字為又１２２０番地２８７,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004507,沖縄県知事免許　(02)第004507号,法人,R元年10月10日からR06年10月09日まで,H26年10月09日,株式会社万保,比嘉　弘江,0980-52-0558,（公社）不動産保証協会,"8,000千円",卸売･小売業、飲食店,サービス業,,,本店,主,10/9/2014,"〒905-0005
沖縄県名護市字為又１２２０番地２８７",0980-52-0558
152871,1129,沖縄県,(02)第004509号,カテナ株式会社,嘉手納　順三,本店,沖縄県沖縄市知花一丁目１９番９号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004509,沖縄県知事免許　(02)第004509号,法人,R元年10月21日からR06年10月20日まで,H26年10月20日,カテナ株式会社,嘉手納　順三,098-923-3222,（公社）不動産保証協会,"4,000千円",兼業なし,,,,本店,主,10/20/2014,"〒904-2143
沖縄県沖縄市知花一丁目１９番９号",098-923-3222
152872,1130,沖縄県,(02)第004511号,株式会社ＷＡＱＷＡＱ,和宇慶　邦子,株式会社　ＷＡＱＷＡＱ,沖縄県宜野湾市大山六丁目９番２号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004511,沖縄県知事免許　(02)第004511号,法人,R元年10月24日からR06年10月23日まで,H26年10月23日,株式会社ＷＡＱＷＡＱ,和宇慶　邦子,098-953-6389,（公社）全国宅地建物取引業保証協会,"2,100千円",兼業なし,,,,株式会社　ＷＡＱＷＡＱ,主,10/23/2014,"〒901-2223
沖縄県宜野湾市大山六丁目９番２号",098-953-6389
152873,1131,沖縄県,(01)第004512号,大川住館株式会社,宮城　國男,本店,沖縄県浦添市城間三丁目４番１号　エムズファミール１０４号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004512,沖縄県知事免許　(01)第004512号,法人,H26年10月24日からR元年10月23日まで,H26年10月23日,大川住館株式会社,宮城　國男,098-877-1140,（公社）全国宅地建物取引業保証協会,"8,000千円",不動産管理業,,,,本店,主,10/23/2014,"〒901-2133
沖縄県浦添市城間三丁目４番１号　エムズファミール１０４号",098-877-1140
152874,1132,沖縄県,(02)第004513号,株式会社　竹下コーポレーション,下地　徹,本店,沖縄県浦添市屋富祖三丁目３４番１７号　ＥＡＣビル３Ｆ,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004513,沖縄県知事免許　(02)第004513号,法人,R元年10月28日からR06年10月27日まで,H26年10月27日,株式会社竹下コーポレーション,下地　徹,098-943-1851,（公社）不動産保証協会,"4,050千円",兼業なし,,,,本店,主,10/27/2014,"〒901-2127
沖縄県浦添市屋富祖三丁目３４番１７号　ＥＡＣビル３Ｆ",098-943-1851
152875,1133,沖縄県,(02)第004516号,株式会社太名嘉組,名嘉　太助,本店,沖縄県浦添市大平二丁目１番１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004516,沖縄県知事免許　(02)第004516号,法人,R元年10月28日からR06年10月27日まで,H26年10月27日,株式会社太名嘉組,名嘉　太助,098-878-9558,（公社）全国宅地建物取引業保証協会,"100,000千円",建設業,,,,本店,主,10/27/2014,"〒901-2113
沖縄県浦添市大平二丁目１番１号",098-878-9558
152876,1134,沖縄県,(02)第004517号,株式会社イクシー,徳元　純二,株式会社　イクシー,沖縄県沖縄市高原二丁目１番１号　２階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004517,沖縄県知事免許　(02)第004517号,法人,R元年11月01日からR06年10月31日まで,H26年10月31日,株式会社イクシー,徳元　純二,098-923-0781,（公社）全国宅地建物取引業保証協会,"3,000千円",兼業なし,,,,株式会社　イクシー,主,10/31/2014,"〒904-2171
沖縄県沖縄市高原二丁目１番１号　２階",098-923-0781
152877,1135,沖縄県,(02)第004518号,合同会社タイヨウホーム,野辺　裕美,本店,沖縄県那覇市字国場１１６７番地９,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004518,沖縄県知事免許　(02)第004518号,法人,R元年11月26日からR06年11月25日まで,H26年11月25日,合同会社タイヨウホーム,野辺　裕美,098-836-8187,（公社）全国宅地建物取引業保証協会,510千円,不動産管理業,,,,本店,主,11/25/2014,"〒902-0075
沖縄県那覇市字国場１１６７番地９",098-836-8187
152878,1136,沖縄県,(02)第004521号,株式会社大真,東江　李佳,株式会社　大,沖縄県沖縄市宮里四丁目２番１０号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004521,沖縄県知事免許　(02)第004521号,法人,R元年12月02日からR06年12月01日まで,H26年12月01日,株式会社大真,東江　李佳,098-929-1551,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,不動産管理業,,,株式会社　大,主,12/1/2014,"〒904-2165
沖縄県沖縄市宮里四丁目２番１０号",098-929-1551
152879,1137,沖縄県,(02)第004522号,有限会社清光建設,石川　満,本店,沖縄県うるま市石川曙二丁目２３番２５号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004522,沖縄県知事免許　(02)第004522号,法人,R元年12月02日からR06年12月01日まで,H26年12月01日,有限会社清光建設,石川　満,098-964-4503,（公社）全国宅地建物取引業保証協会,"5,000千円",建設業,,,,本店,主,12/1/2014,"〒904-1107
沖縄県うるま市石川曙二丁目２３番２５号",098-964-4503
152880,1138,沖縄県,(02)第004523号,株式会社グリーンロッジＭ,宮城　寛,本店,沖縄県沖縄市知花１４３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004523,沖縄県知事免許　(02)第004523号,法人,R元年12月02日からR06年12月01日まで,H26年12月01日,株式会社グリーンロッジＭ,宮城　寛,098-921-3620,（公社）全国宅地建物取引業保証協会,"8,000千円",兼業なし,,,,本店,主,2/7/2020,"〒904-2143
沖縄県沖縄市知花１４３",098-921-3620
152881,1139,沖縄県,(02)第004524号,株式会社ＪＰコーポレーション,長田　信人,本店,沖縄県島尻郡南風原町字津嘉山１３０９番地１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004524,沖縄県知事免許　(02)第004524号,法人,R元年12月10日からR06年12月09日まで,H26年12月09日,株式会社ＪＰコーポレーション,長田　信人,098-851-3851,（公社）全国宅地建物取引業保証協会,"3,000千円",建設業,,,,本店,主,12/9/2014,"〒901-1117
沖縄県島尻郡南風原町字津嘉山１３０９番地１",098-851-3851
